,광역시도,시군구명,총면적,도시비율,임야면적 비율,농업용지 비율,해면비율,육지 도시화 정도,해면 도시화 정도
0,서울특별시,종로구,23972507.0,1.0,39.041970036759196,3.3358630367695796,0.0,100.0,0.0
1,서울특별시,중구,9969740.0,1.0,12.896685369929406,0.0,0.0,100.0,0.0
2,서울특별시,용산구,21870000.0,1.0,7.327407407407407,0.16587105624142662,0.0,100.0,0.0
3,서울특별시,성동구,16804270.0,1.0,1.531836848610502,1.0681451797668093,0.0,100.0,0.0
4,서울특별시,광진구,17075115.0,1.0,14.483820460360002,0.21923717644068574,0.0,100.0,0.0
5,서울특별시,동대문구,14251806.0,1.0,5.122985816674743,0.3839653725289272,0.0,100.0,0.0
6,서울특별시,중랑구,18531526.0,1.0,13.570549991403839,2.8187802774579924,0.0,100.0,0.0
7,서울특별시,성북구,24621422.0,1.0,32.86156258562158,0.45306887636303056,0.0,100.0,0.0
8,서울특별시,강북구,23636019.0,1.0,52.96588228330668,0.39866273588627593,0.0,100.0,0.0
9,서울특별시,도봉구,20839966.0,1.0,45.939422357982735,1.6796380569910718,0.0,100.0,0.0
10,서울특별시,노원구,35543309.0,1.0,43.28543242836507,1.0425168911538316,0.0,100.0,0.0
11,서울특별시,은평구,29788522.0,1.0,44.38106395476755,2.313250049801061,0.0,100.0,0.0
12,서울특별시,서대문구,17685845.0,1.0,26.300824190192778,0.4394078993681104,0.0,100.0,0.0
13,서울특별시,마포구,23883966.0,1.0,1.3224227500575072,1.5858965801575837,0.0,100.0,0.0
14,서울특별시,양천구,17469613.0,1.0,6.093689654144027,0.6695683527734702,0.0,100.0,0.0
15,서울특별시,강서구,41463273.0,1.0,6.619583552895112,10.37816045057514,0.0,100.0,0.0
16,서울특별시,구로구,20136328.0,1.0,14.734722239327846,3.04724376758265,0.0,100.0,0.0
17,서울특별시,금천구,13012685.0,1.0,20.85777839085477,0.3735432003464312,0.0,100.0,0.0
18,서울특별시,영등포구,24354830.0,1.0,0.254840620936381,0.2736459256747019,0.0,100.0,0.0
19,서울특별시,동작구,16387883.0,1.0,14.548859056413816,0.35781924974690144,0.0,100.0,0.0
20,서울특별시,관악구,29563482.0,1.0,54.33644791909153,0.6081895224655878,0.0,100.0,0.0
21,서울특별시,서초구,46899888.0,1.0,37.98692866814522,7.978456153242839,0.0,100.0,0.0
22,서울특별시,강남구,39497452.0,1.0,15.249226709611547,3.428808521623116,0.0,100.0,0.0
23,서울특별시,송파구,33857302.0,1.0,2.2685593790078133,3.0927154207384864,0.0,100.0,0.0
24,서울특별시,강동구,24556203.0,1.0,11.519003976306923,8.333226435699363,0.0,100.0,0.0
25,부산광역시,중구,4466946.0,0.7528870955682025,2.4461455320928436,0.04954167791596317,0.24711290443179748,75.28870955682025,24.71129044317975
26,부산광역시,서구,29382282.0,0.48976645176845013,22.905072519554473,1.5425180385921011,0.5102335482315499,48.97664517684501,51.02335482315499
27,부산광역시,동구,11593305.0,0.8479014396671182,23.56330658082402,0.6040469046574726,0.15209856033288177,84.79014396671182,15.209856033288178
28,부산광역시,영도구,56165682.0,0.2675280253874599,6.915521830572627,0.7884013586801991,0.7324719746125401,26.75280253874599,73.247197461254
29,부산광역시,부산진구,29666536.0,1.0,32.33715254116625,0.9964088830593502,0.0,100.0,0.0
30,부산광역시,동래구,16697577.0,1.0,25.916706358054224,1.6613069069841688,0.0,100.0,0.0
31,부산광역시,남구,42507261.0,0.6696418995333526,19.510106755643466,0.825096681717507,0.3303581004666473,66.96418995333526,33.03581004666473
32,부산광역시,북구,39434038.0,1.0,55.514160127349875,2.1530891662679843,0.0,100.0,0.0
33,부산광역시,해운대구,55065412.0,0.9833747180535034,50.10855271545049,3.166114511228936,0.01662528194649665,98.33747180535035,1.662528194649665
34,부산광역시,사하구,85537835.0,0.4916945817017698,15.52107438772562,2.094164529649365,0.5083054182982303,49.16945817017698,10.717298374456167
35,부산광역시,금정구,65179775.0,1.0,62.25899675167642,6.051206835249125,0.0,100.0,0.0
36,부산광역시,강서구,274009076.0,0.6721786471043755,14.879500560777045,18.094950256319247,0.32782135289562453,67.21786471043755,6.830663521525105
37,부산광역시,연제구,12094555.0,1.0,24.028349947559047,0.4256956952942874,0.0,100.0,0.0
38,부산광역시,수영구,14084751.0,0.784989809191515,16.49930481554129,0.14623616704335063,0.21501019080848502,78.49898091915149,21.5010190808485
39,부산광역시,사상구,36106275.0,1.0,33.63359969977518,1.434346245908779,0.0,100.0,0.0
40,부산광역시,기장군,221563954.0,0.9853824688468955,64.8512763046285,12.722570838395491,0.014617531153104444,98.53824688468956,1.4617531153104444
41,대구광역시,중구,7055948.0,1.0,0.0,0.0,0.0,100.0,0.0
42,대구광역시,동구,182148858.0,1.0,60.17340882806962,11.924490352829991,0.0,61.245301905763256,0.0
43,대구광역시,서구,17323440.0,1.0,10.68305717571106,3.2380693441949173,0.0,100.0,0.0
44,대구광역시,남구,17430501.0,1.0,23.48098887117473,0.25764032829578454,0.0,100.0,0.0
45,대구광역시,북구,93989984.0,1.0,48.760688160134166,8.291888846368991,0.0,100.0,0.0
46,대구광역시,수성구,76534323.0,1.0,48.8232018463141,9.099052199102879,0.0,100.0,0.0
47,대구광역시,달서구,62374778.0,1.0,30.801211027957486,3.056535127066905,0.0,100.0,0.0
48,대구광역시,달성군,428364377.0,1.0,59.212638029422315,17.040416505035385,0.0,77.1723118797061,0.0
49,인천광역시,중구,141263611.0,1.0,21.390338096341033,6.5809028483634044,0.0,100.0,0.0
50,인천광역시,동구,7595186.0,0.9561913296132577,0.859175798986358,0.0010401325260500532,0.04380867038674234,95.61913296132577,4.380867038674234
51,인천광역시,미추홀구,24840389.0,1.0,6.89473904776612,0.9604599992375321,0.0,100.0,0.0
52,인천광역시,연수구,74224666.0,0.9014168147284085,5.21561525113498,1.395476808208204,0.09858318527159152,90.14168147284084,9.858318527159152
53,인천광역시,남동구,68657808.0,0.8295201035255888,14.88856591518331,9.540014735104856,0.1704798964744112,82.95201035255889,17.04798964744112
54,인천광역시,부평구,32082459.0,1.0,22.219755661497146,3.511367379913117,0.0,100.0,0.0
55,인천광역시,계양구,45548544.0,1.0,24.435547270182774,30.74943076116769,0.0,100.0,0.0
56,인천광역시,서구,132255385.0,1.0,18.971929195926503,11.065045858057122,0.0,69.91034883003061,0.0
57,인천광역시,강화군,410646191.0,1.0,42.9318052532478,38.452634764606884,0.0,-91.57118542468108,0.0
58,인천광역시,옹진군,167398954.0,1.0,72.37325210526704,17.21805083680511,0.0,-95.24660470698043,0.0
59,광주광역시,동구,49319444.0,1.0,70.07732285059824,6.018636382032206,0.0,100.0,0.0
60,광주광역시,서구,47748554.0,1.0,16.34062468153486,21.132866138731657,0.0,100.0,0.0
61,광주광역시,남구,60975039.0,1.0,28.930461200689024,32.949922344453114,0.0,99.50799539464009,0.0
62,광주광역시,북구,120270453.0,1.0,42.062737553669976,15.920421452141701,0.0,100.0,0.0
63,광주광역시,광산구,222710809.0,1.0,33.42390624605921,27.260134015318492,0.0,81.15564925274911,0.0
64,대전광역시,동구,135731760.0,1.0,60.33077151581914,9.029509379381805,0.0,74.95411538169105,0.0
65,대전광역시,중구,61209580.0,1.0,58.27275566994579,9.095180852409051,0.0,81.94971767491297,0.0
66,대전광역시,서구,95947538.0,1.0,49.062457444192056,10.678599173644248,0.0,56.11129907262446,0.0
67,대전광역시,유성구,177801819.0,1.0,47.38486449342793,13.617536162551858,0.0,100.0,0.0
68,대전광역시,대덕구,69010118.0,1.0,39.88006367414123,7.727530620944598,0.0,100.0,0.0
69,울산광역시,중구,37063741.0,1.0,37.26674271763339,11.778133783095452,0.0,100.0,0.0
70,울산광역시,남구,72736136.0,1.0,23.83419570156985,5.069679533155294,0.0,100.0,0.0
71,울산광역시,동구,36351722.0,0.9987116703852433,49.823477413257066,4.928921936627926,0.0012883296147566268,99.87116703852433,0.12883296147566267
72,울산광역시,북구,158277575.0,1.0,62.05653011805368,13.974225344304145,0.0,52.00069371798247,0.0
73,울산광역시,울주군,843367360.0,0.9033444773105755,61.18654627563485,11.988489452567858,0.09665552268942446,8.377854343331471,9.665552268942445
74,강원도,춘천시,1116412792.0,1.0,75.0367716137742,8.910100790031077,0.0,-39.931289680170565,0.0
75,강원도,원주시,867781862.0,1.0,70.49155148163261,13.56446535177754,0.0,-79.64808925679066,0.0
76,강원도,강릉시,1046881327.0,0.9937283645904594,79.56683050093221,9.759298247565361,0.00627163540954055,-84.39635555750056,0.627163540954055
77,강원도,동해시,198166886.0,0.9099716185679982,67.48599208446964,6.8984562839626,0.09002838143200172,16.15912660604659,9.002838143200172
78,강원도,태백시,303479336.0,1.0,87.62682873406577,4.5154889886802705,0.0,-56.14572189521331,0.0
79,강원도,속초시,110783545.0,0.9545248348931242,69.93920983481797,7.354720414480327,0.045475165106875756,-28.605848458812183,4.547516510687576
80,강원도,삼척시,1191731991.0,1.0,87.48156732162441,5.956220235427077,0.0,-86.59368069275905,0.0
81,강원도,홍천군,1819840887.0,1.0,83.65626450506274,8.896351002800609,0.0,-96.62440302122963,0.0
82,강원도,횡성군,997663506.0,1.0,76.35465248740891,13.388578834114433,0.0,-98.01156964440474,0.0
83,강원도,영월군,1127618097.0,1.0,84.69493018432817,8.422885483364142,0.0,-95.32041210225451,0.0
84,강원도,평창군,1463831469.0,1.0,83.12801512808576,9.375430499096614,0.0,-97.72094324336459,0.0
85,강원도,정선군,1219720000.0,1.0,85.38312170006232,8.711099514642704,0.0,-93.02410864788641,0.0
86,강원도,철원군,889434570.0,1.0,67.1577233612586,23.27512804005358,0.0,-94.05089460374809,0.0
87,강원도,화천군,908968094.0,1.0,84.37311024032489,6.436492918309187,0.0,-97.0890307179473,0.0
